OBJECTID,FEATURETYPE,DESCRIPTION,CLASS,FID,NAME,OPERATIONALSTATUS,OWNER,INDUSTRYID,ADDRESS,SUBURB,STATE,SPATIALCONFIDENCE,REVISED,COMMENT,LATITUDE,LONGITUDE
3498,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3498,Woolworths Caltex Robina,Operational,Caltex,,110 Laver Drive,Robina,Queensland,5,20110725,,-28.071341,153.379875
3499,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3499,Caltex Robina,Operational,Caltex,,Cnr Markeri Street and Robina Parkway,Robina,Queensland,5,20110725,,-28.056927,153.394082
3500,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3500,Caltex Worongary,Operational,Caltex,,Hinkler Drive,Worongary,Queensland,5,20110725,,-28.049699,153.353945
3501,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3501,Caltex Mermaid Beach,Operational,Caltex,,2610-2612 Gold Coast Highway,Mermaid Beach,Queensland,5,20110725,,-28.0367679999999,153.431517
3502,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3502,Caltex St George,Operational,Caltex,,102-106 Victoria Street,St George,Queensland,5,20110725,,-28.0363937299999,148.581632866
3503,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3503,Caltex Woolworths Broadbeach,Operational,Caltex,,2745 Gold Coast Highway,Broadbeach,Queensland,5,20110725,,-28.025411,153.429535
3504,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3504,Independent Canungra,Operational,Ampol,,34 Christie Street,Canungra,Queensland,5,20110725,,-28.0168219999999,153.163942
3505,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3505,Caltex Canungra,Operational,Caltex,,8 Christie Street,Canungra,Queensland,5,20110725,,-28.0162819999999,153.161713
3506,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3506,Caltex Surfers Paradise,Operational,Caltex,,2885-2887 Gold Coast Highway,Surfers Paradise,Queensland,5,20110725,,-28.014192,153.429847
3507,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3507,Caltex Nerang,Operational,Caltex,,85 Spencer Road,Nerang,Queensland,5,20110725,,-28.007798,153.344269
3508,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3508,Caltex Woolworths Nerang South,Operational,Caltex,,Cnr Pappas Way and Hinkler Drive,Nerang South,Queensland,5,20110725,,-28.007128,153.34149
3509,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3509,Caltex Labrador,Operational,Caltex,,69 Frank Street,Labrador,Queensland,5,20110725,,-27.9499049999999,153.40866
3510,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3510,Woolworths Caltex Helensvale,Operational,Caltex,,1-29 Millaroo Drive,Helensvale,Queensland,5,20110725,,-27.928996,153.335019
3511,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3511,Independent North Tamborine,Operational,Independent Fuel Supplies,,41 Main Street,North Tamborine,Queensland,5,20110725,,-27.923486,153.185954
3512,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3512,Caltex Helensvale,Operational,Caltex,,Cnr Pacific Highway and Helensvale Road,Helensvale,Queensland,5,20110725,,-27.906334,153.318708
3513,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3513,Woolworths Caltex Oxenford,Operational,Caltex,,116 Old Pacific Highway,Oxenford,Queensland,5,20110725,,-27.8910979999999,153.313316
3514,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3514,Caltex Coomera,Operational,Caltex,,22 Heathwood Drive,Coomera,Queensland,5,20110725,,-27.874399,153.312555
3515,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3515,Caltex Jimboomba,Operational,Caltex,,671 Cusack Lane,Jimboomba,Queensland,5,20110725,,-27.8316809999999,153.027009
3516,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3516,Woolworths Caltex Jimboomba,Operational,Caltex,,1 Johanna Street,Jimboomba,Queensland,5,20110725,,-27.830101,153.025228
3517,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3517,Woolworths Caltex Ormeau,Operational,Caltex,,19-21 Peachey Road,Ormeau,Queensland,5,20110725,,-27.78646,153.252658
3518,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3518,Caltex Yatala South,Operational,Caltex,,2 Notar Drive,Ormeau,Queensland,5,20110725,,-27.7597519999999,153.246915
3519,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3519,Independent Mount Warren Park,Operational,Independent Fuel Supplies,,40-42 Rochester Drive,Mount Warren Park,Queensland,5,20110725,,-27.72835,153.208635
3520,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3520,Woolworths Caltex Greenbank,Operational,Caltex,,235 Teviot Road,Greenbank,Queensland,5,20110725,,-27.7367276909999,152.984286253
3521,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3521,Woolworths Caltex Beenleigh,Operational,Caltex,,110 George Street,Beenleigh,Queensland,5,20110725,,-27.7169489999999,153.205475
3522,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3522,Caltex Beenleigh,Operational,Caltex,,125 George Street,Beenleigh,Queensland,5,20110725,,-27.7159839999999,153.203644
3523,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3523,Caltex Park Ridge,Operational,Caltex,,3726-3730 Mount Lindesay Highway,Park Ridge,Queensland,5,20110725,,-27.6967569999999,153.038153
3524,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3524,Caltex Waterford,Operational,Caltex,,950 Kingston Road,Logan City,Queensland,5,20110725,,-27.691475,153.134418
3525,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3525,Caltex Waterford West,Operational,Caltex,,76-88 Chambers Flat Road,Logan City,Queensland,5,20110725,,-27.6814899999999,153.114685
3526,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3526,Caltex Marsden,Operational,Caltex,,10 Third Avenue,Marsden,Queensland,5,20110725,,-27.6798509999999,153.088101
3527,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3527,Woolworths Caltex Springfield,Operational,Caltex,,Centenary Highway and Springfield Greenbank,Springfield,Queensland,5,20110725,,-27.6787229999999,152.904237
3528,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3528,Woolworths Caltex Cornubia,Operational,Caltex,,258 Beenleigh-Redland Bay Road,Cornubia,Queensland,5,20110725,,-27.672336,153.21218
3529,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3529,Caltex Brookwater,Operational,Caltex,,7001 Augusta Parkway,Augustine Heights,Queensland,3,20110725,,-27.6652119999999,152.89062
3530,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3530,Woolworths Caltex Browns Plains,Operational,Caltex,,27 Browns Plains Road,Browns Plains,Queensland,5,20110725,,-27.663653,153.042208
3531,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3531,Caltex Loganholme,Operational,Caltex,,80 Bryants Road,Loganholme,Queensland,5,20110725,,-27.662945,153.179814
3532,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3532,Woolworths Caltex Kingston,Operational,Caltex,,503 Kingston Road,Kingston,Queensland,5,20110725,,-27.6622829999999,153.117961
3533,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3533,Woolworths Caltex Yamanto,Operational,Caltex,,512-514 Warwick Road,Yamanto,Queensland,5,20110725,,-27.6614039999999,152.73919
3534,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3534,Caltex Woolworths Shailer Park,Operational,Caltex,,6 Leda Drive,Shailer Park,Queensland,5,20110725,,-27.65966,153.169118
3535,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3535,Woolworths Caltex Browns Plains West,Operational,Caltex,,96 Johnson Road,Hillcrest,Queensland,5,20110725,,-27.6592689999999,153.028992
3536,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3536,Woolworths Caltex Woodridge,Operational,Caltex,,402 Kingston Road,Logan City,Queensland,5,20110725,,-27.64526,153.118791
3537,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3537,Caltex Woodridge West,Operational,Caltex,,153 Wembley Road,Logan Central,Queensland,5,20110725,,-27.6428769999999,153.100322
3538,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3538,Woolworths Caltex Slacks Creek,Operational,Caltex,,124 Paradise Road,Slacks Creek,Queensland,5,20110725,,-27.640615,153.131465
3539,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3539,Caltex Slacks Creek,Operational,Caltex,,115-119 Paradise Road,Slacks Creek,Queensland,5,20110725,,-27.6401299999999,153.13302
3540,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3540,Caltex Camira,Operational,Caltex,,314 Old Logan Road,Camira,Queensland,5,20110725,,-27.634829,152.916428
3541,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3541,Caltex Kingston,Operational,Caltex,,280-282 Kingston Road,Kingston,Queensland,5,20110725,,-27.6336239999999,153.11932
3542,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3542,Caltex Churchill,Operational,Caltex,,126 Warwick Road,Ipswich,Queensland,5,20110725,,-27.6334189999999,152.756546
3543,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3543,Woolworths Caltex Goodna,Operational,Caltex,,Cnr Redbank Plains Road and Eagle Street,Goodna,Queensland,5,20110725,,-27.6280399999999,152.883677
3544,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3544,Woolworths Caltex Forest Lake,Operational,Caltex,,Cnr Woodland Avenue and Forest Lake Boulevard,Forest Lake,Queensland,5,20110725,,-27.623572,152.969521
3545,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3545,Woolworths Caltex Booval,Operational,Caltex,,139 Cole Street,Booval,Queensland,5,20110725,,-27.616655,152.790508
3546,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3546,Caltex Booval,Operational,Caltex,,180 Brisbane Road,Booval,Queensland,5,20110725,,-27.613369,152.792198
3547,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3547,Caltex Goodna,Operational,Caltex,,1 Church Street,Goodna,Queensland,5,20110725,,-27.608639,152.897705
3548,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3548,Caltex Ipswich,Operational,Caltex,,Cnr Pine Street and Flint Street,Ipswich,Queensland,5,20110725,,-27.606738,152.762444
3549,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3549,Woolworths Caltex Underwood,Operational,Caltex,,3215 Logan Road,Logan City,Queensland,5,20110725,,-27.6061339999999,153.109076
3550,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3550,Caltex Woolworths Sunnybank Hills,Operational,Caltex,,50 Calam Road,Sunnybank Hills,Queensland,5,20110725,,-27.602167,153.056387
3551,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3551,Caltex Redbank,Operational,Caltex,,73 Brisbane Road,Redbank,Queensland,5,20110725,,-27.6006829999999,152.870247
3552,Petrol Station,An establishment where a range of fuel products can be purchased by motorists,Petrol Station,3552,Caltex Woolworths Richlands,Operational,Caltex,,209 Progress Road,Richlands,Queensland,5,20110725,,-27.59682,152.949686
